"Date","Price","Open","High","Low","Vol.","Change %"
"05/19/2021","47,020.00","47,020.00","47,020.00","47,020.00","0.01K","1.97%"
"05/18/2021","46,110.00","46,110.00","46,110.00","46,110.00","","-0.67%"
"05/17/2021","46,420.00","46,420.00","46,420.00","46,420.00","","-0.39%"
"05/14/2021","46,600.00","46,600.00","46,600.00","46,600.00","0.01K","0.65%"
"05/13/2021","46,300.00","46,300.00","46,300.00","46,300.00","0.02K","-0.73%"
"05/12/2021","46,640.00","46,610.00","47,000.00","46,570.00","0.08K","0.28%"
"05/11/2021","46,510.00","46,000.00","46,900.00","46,000.00","0.09K","-0.11%"
"05/10/2021","46,560.00","46,200.00","47,300.00","46,200.00","0.15K","0.43%"
"05/07/2021","46,360.00","45,150.00","46,990.00","45,150.00","0.24K","2.82%"
"05/06/2021","45,090.00","45,500.00","45,680.00","43,430.00","0.25K","-2.40%"
"05/05/2021","46,200.00","45,500.00","46,500.00","45,500.00","0.13K","-0.79%"
"05/04/2021","46,570.00","45,300.00","47,390.00","45,100.00","0.15K","4.16%"
"05/03/2021","44,710.00","44,120.00","45,010.00","44,120.00","0.09K","2.15%"
"04/30/2021","43,770.00","43,600.00","44,030.00","43,550.00","0.10K","-0.07%"
"04/29/2021","43,800.00","43,700.00","43,980.00","43,680.00","0.07K","0.14%"
"04/28/2021","43,740.00","43,310.00","43,800.00","43,310.00","0.21K","0.69%"
"04/27/2021","43,440.00","43,550.00","43,600.00","43,200.00","0.08K","0.44%"
"04/26/2021","43,250.00","42,810.00","43,410.00","42,810.00","0.09K","-0.85%"
"04/23/2021","43,620.00","43,550.00","43,800.00","43,380.00","0.08K","0.95%"
"04/22/2021","43,210.00","43,300.00","43,550.00","42,800.00","0.18K","0.96%"
"04/21/2021","42,800.00","42,800.00","42,800.00","42,800.00","0.01K","-3.82%"
"04/20/2021","44,500.00","44,500.00","44,500.00","44,500.00","0.05K","-1.07%"
"04/19/2021","44,980.00","44,500.00","45,500.00","44,400.00","0.04K","2.46%"
"04/16/2021","43,900.00","43,900.00","43,900.00","43,900.00","0.01K","1.62%"
"04/15/2021","43,200.00","43,200.00","43,200.00","43,200.00","0.01K","-0.41%"
"04/14/2021","43,380.00","43,380.00","43,380.00","43,380.00","","1.95%"
"04/13/2021","42,550.00","42,800.00","42,800.00","42,450.00","0.07K","0.02%"
"04/12/2021","42,540.00","43,400.00","43,400.00","42,110.00","0.12K","0.54%"
"04/09/2021","42,310.00","42,550.00","42,600.00","41,900.00","0.10K","-0.66%"
"04/08/2021","42,590.00","42,450.00","42,700.00","42,350.00","0.13K","0.31%"
"04/07/2021","42,460.00","42,250.00","42,610.00","42,250.00","0.14K","0.40%"
"04/06/2021","42,290.00","42,100.00","42,510.00","42,100.00","0.11K","0.74%"
"04/05/2021","41,980.00","41,400.00","42,500.00","41,400.00","0.10K","1.60%"
"04/01/2021","41,320.00","41,330.00","41,480.00","41,110.00","0.10K","-0.17%"
"03/31/2021","41,390.00","41,210.00","41,490.00","41,210.00","0.11K","1.25%"
"03/30/2021","40,880.00","40,500.00","41,220.00","40,500.00","0.17K","2.48%"
"03/29/2021","39,890.00","39,890.00","39,890.00","39,890.00","","0.00%"
"03/26/2021","39,890.00","39,820.00","39,970.00","39,750.00","0.12K","0.30%"
"03/25/2021","39,770.00","39,750.00","39,850.00","39,680.00","0.12K","-0.25%"
"03/24/2021","39,870.00","40,010.00","40,070.00","39,700.00","0.15K","-0.35%"
"03/23/2021","40,010.00","40,050.00","40,090.00","39,890.00","0.14K","-0.22%"
"03/22/2021","40,100.00","40,290.00","40,290.00","39,900.00","0.14K","-3.07%"
"03/19/2021","41,370.00","41,500.00","41,520.00","41,200.00","0.35K","0.29%"
"03/18/2021","41,250.00","41,090.00","41,450.00","41,090.00","0.81K","2.28%"
"03/17/2021","40,330.00","40,200.00","40,500.00","40,200.00","0.19K","-0.40%"
"03/16/2021","40,490.00","40,490.00","40,490.00","40,490.00","0.01K","1.45%"
"03/15/2021","39,910.00","40,600.00","40,600.00","39,600.00","0.16K","0.20%"
"03/12/2021","39,830.00","39,550.00","40,150.00","39,500.00","0.29K","-0.18%"
"03/11/2021","39,900.00","39,300.00","39,900.00","39,300.00","0.04K","2.57%"
"03/10/2021","38,900.00","38,950.00","39,100.00","38,750.00","0.31K","0.59%"
"03/09/2021","38,670.00","38,540.00","39,000.00","38,470.00","0.50K","-0.08%"
"03/08/2021","38,700.00","38,750.00","38,850.00","38,510.00","0.44K","-1.00%"
"03/05/2021","39,090.00","39,150.00","39,300.00","39,000.00","0.34K","-0.08%"
"03/04/2021","39,120.00","39,100.00","39,380.00","38,950.00","0.27K","-0.23%"
"03/03/2021","39,210.00","39,100.00","39,400.00","39,080.00","0.28K","-0.03%"
"03/02/2021","39,220.00","39,400.00","39,400.00","39,050.00","0.22K","0.38%"
"03/01/2021","39,070.00","38,900.00","39,400.00","38,870.00","0.25K","1.09%"
"02/26/2021","38,650.00","38,650.00","38,950.00","38,360.00","0.26K","0.73%"
"02/25/2021","38,370.00","38,320.00","38,500.00","38,250.00","0.17K","0.50%"
"02/24/2021","38,180.00","38,320.00","38,350.00","38,000.00","0.34K","0.50%"
"02/23/2021","37,990.00","38,000.00","38,320.00","37,900.00","0.69K","-0.60%"
"02/22/2021","38,220.00","38,300.00","38,330.00","37,920.00","0.30K","-4.57%"
"02/19/2021","40,050.00","40,000.00","40,100.00","40,000.00","0.02K","1.14%"
"02/18/2021","39,600.00","39,600.00","39,600.00","39,600.00","0.05K","1.12%"
"02/17/2021","39,160.00","38,460.00","39,800.00","38,450.00","0.14K","0.31%"
"02/16/2021","39,040.00","39,030.00","39,100.00","39,000.00","0.13K","3.72%"
"02/15/2021","37,640.00","37,500.00","38,540.00","37,500.00","0.27K","1.29%"
"02/12/2021","37,160.00","37,100.00","37,330.00","36,930.00","0.15K","-1.51%"
"02/11/2021","37,730.00","37,700.00","38,450.00","37,450.00","0.26K","-0.08%"
"02/10/2021","37,760.00","37,350.00","38,100.00","37,350.00","0.57K","2.36%"
"02/09/2021","36,890.00","36,500.00","37,680.00","36,500.00","0.26K","2.22%"
"02/08/2021","36,090.00","35,710.00","36,350.00","35,710.00","0.28K","0.47%"
"02/05/2021","35,920.00","35,900.00","36,050.00","35,700.00","0.36K","0.08%"
"02/04/2021","35,890.00","35,900.00","35,950.00","35,750.00","0.40K","-0.33%"
"02/03/2021","36,010.00","36,000.00","36,110.00","35,860.00","0.39K","-0.28%"
"02/02/2021","36,110.00","36,000.00","36,300.00","35,550.00","0.58K","0.58%"
"02/01/2021","35,900.00","36,050.00","36,100.00","35,700.00","0.34K","-0.36%"
"01/29/2021","36,030.00","36,400.00","36,400.00","35,860.00","0.69K","-1.10%"
"01/28/2021","36,430.00","36,800.00","36,800.00","36,210.00","0.61K","-0.38%"
"01/27/2021","36,570.00","36,800.00","36,860.00","36,300.00","0.52K","0.03%"
"01/25/2021","36,560.00","36,400.00","36,750.00","36,400.00","0.47K","0.41%"
"01/22/2021","36,410.00","36,300.00","36,740.00","36,080.00","0.40K","-0.25%"
"01/21/2021","36,500.00","36,500.00","36,900.00","36,200.00","0.78K","0.36%"
"01/20/2021","36,370.00","37,700.00","37,830.00","36,250.00","0.98K","-3.66%"
"01/19/2021","37,750.00","38,010.00","38,020.00","37,600.00","0.62K","-1.13%"
"01/18/2021","38,180.00","38,400.00","38,450.00","37,940.00","0.50K","33.96%"
"07/20/2017","28,500.00","28,500.00","28,500.00","28,500.00","","0.74%"
"07/19/2017","28,290.00","28,290.00","28,290.00","28,290.00","","-0.07%"
"07/18/2017","28,310.00","28,310.00","28,310.00","28,310.00","","0.68%"
"07/17/2017","28,120.00","28,120.00","28,120.00","28,120.00","","1.04%"
"07/14/2017","27,830.00","27,830.00","27,830.00","27,830.00","","-0.93%"
"07/13/2017","28,090.00","28,090.00","28,090.00","28,090.00","","0.43%"
"07/12/2017","27,970.00","27,970.00","27,970.00","27,970.00","","-0.64%"
"07/11/2017","28,150.00","28,150.00","28,150.00","28,150.00","","-0.74%"
"07/10/2017","28,360.00","28,360.00","28,360.00","28,360.00","","-2.11%"
"07/07/2017","28,970.00","28,970.00","28,970.00","28,970.00","","-0.38%"
"07/06/2017","29,080.00","29,080.00","29,080.00","29,080.00","","0.69%"
"07/05/2017","28,880.00","28,880.00","28,880.00","28,880.00","","-0.55%"
"07/04/2017","29,040.00","29,040.00","29,040.00","29,040.00","","-0.34%"
"07/03/2017","29,140.00","29,140.00","29,140.00","29,140.00","","-0.24%"
"06/30/2017","29,210.00","29,210.00","29,210.00","29,210.00","","1.04%"
"06/29/2017","28,910.00","28,910.00","28,910.00","28,910.00","","-0.38%"
"06/28/2017","29,020.00","29,020.00","29,020.00","29,020.00","","0.00%"
"06/27/2017","29,020.00","29,020.00","29,020.00","29,020.00","","0.28%"
"06/23/2017","28,940.00","28,940.00","28,940.00","28,940.00","","1.01%"
"06/22/2017","28,650.00","28,650.00","28,650.00","28,650.00","","-2.05%"
"06/21/2017","29,250.00","29,250.00","29,250.00","29,250.00","","-0.17%"
"06/20/2017","29,300.00","29,300.00","29,300.00","29,300.00","","1.70%"
"06/19/2017","28,810.00","28,810.00","28,810.00","28,810.00","","2.82%"
"06/16/2017","28,020.00","28,020.00","28,020.00","28,020.00","","0.39%"
"06/15/2017","27,910.00","27,910.00","27,910.00","27,910.00","","0.65%"
"06/14/2017","27,730.00","27,730.00","27,730.00","27,730.00","","1.80%"
"06/13/2017","27,240.00","27,240.00","27,240.00","27,240.00","","-0.37%"
"06/12/2017","27,340.00","27,340.00","27,340.00","27,340.00","","-1.51%"
"06/09/2017","27,760.00","27,760.00","27,760.00","27,760.00","","-0.18%"
"06/08/2017","27,810.00","27,810.00","27,810.00","27,810.00","","-0.22%"
"06/07/2017","27,870.00","27,870.00","27,870.00","27,870.00","","-2.14%"
"06/06/2017","28,480.00","28,480.00","28,480.00","28,480.00","","-1.32%"
"06/05/2017","28,860.00","28,860.00","28,860.00","28,860.00","","0.56%"
"06/02/2017","28,700.00","28,700.00","28,700.00","28,700.00","","-0.35%"
"06/01/2017","28,800.00","28,800.00","28,800.00","28,800.00","","0.66%"
"05/31/2017","28,610.00","28,610.00","28,610.00","28,610.00","","-0.14%"
"05/30/2017","28,650.00","28,650.00","28,650.00","28,650.00","","0.81%"
"05/29/2017","28,420.00","28,420.00","28,420.00","28,420.00","","0.67%"
"05/26/2017","28,230.00","28,230.00","28,230.00","28,230.00","","-0.18%"
"05/25/2017","28,280.00","28,280.00","28,280.00","28,280.00","","-0.04%"
"05/24/2017","28,290.00","28,290.00","28,290.00","28,290.00","","-0.18%"
"05/23/2017","28,340.00","28,340.00","28,340.00","28,340.00","","0.14%"
"05/22/2017","28,300.00","28,300.00","28,300.00","28,300.00","","4.24%"
"05/19/2017","27,150.00","27,150.00","27,150.00","27,150.00","","-1.84%"
"05/18/2017","27,660.00","27,660.00","27,660.00","27,660.00","","-1.25%"
"05/17/2017","28,010.00","28,010.00","28,010.00","28,010.00","","0.68%"
"05/16/2017","27,820.00","27,820.00","27,820.00","27,820.00","","-1.07%"
"05/15/2017","28,120.00","28,120.00","28,120.00","28,120.00","","-1.58%"
"05/12/2017","28,570.00","28,570.00","28,570.00","28,570.00","","-0.97%"
"05/11/2017","28,850.00","28,850.00","28,850.00","28,850.00","","-0.69%"
"05/10/2017","29,050.00","29,050.00","29,050.00","29,050.00","","-0.03%"
"05/09/2017","29,060.00","29,060.00","29,060.00","29,060.00","","0.69%"
"05/08/2017","28,860.00","28,860.00","28,860.00","28,860.00","","-0.41%"
"05/05/2017","28,980.00","28,980.00","28,980.00","28,980.00","","-1.36%"
"05/04/2017","29,380.00","29,380.00","29,380.00","29,380.00","","-0.71%"
"05/03/2017","29,590.00","29,590.00","29,590.00","29,590.00","","-0.34%"
"05/02/2017","29,690.00","29,690.00","29,690.00","29,690.00","","-2.72%"
"04/28/2017","30,520.00","30,520.00","30,520.00","30,520.00","","-0.65%"
"04/27/2017","30,720.00","30,720.00","30,720.00","30,720.00","","-0.03%"
"04/26/2017","30,730.00","30,730.00","30,730.00","30,730.00","","0.00%"
"04/25/2017","30,730.00","30,730.00","30,730.00","30,730.00","","1.79%"
"04/24/2017","30,190.00","30,190.00","30,190.00","30,190.00","","1.48%"
"04/21/2017","29,750.00","29,750.00","29,750.00","29,750.00","","0.00%"
"04/20/2017","29,750.00","29,750.00","29,750.00","29,750.00","","-2.17%"
"04/19/2017","30,410.00","30,410.00","30,410.00","30,410.00","","-1.17%"
"04/18/2017","30,770.00","30,770.00","30,770.00","30,770.00","","-0.26%"
"04/17/2017","30,850.00","30,850.00","30,850.00","30,850.00","","-3.41%"
"04/13/2017","31,940.00","31,940.00","31,940.00","31,940.00","","-0.65%"
"04/12/2017","32,150.00","32,150.00","32,150.00","32,150.00","","1.26%"
"04/11/2017","31,750.00","31,750.00","31,750.00","31,750.00","","0.35%"
"04/10/2017","31,640.00","31,640.00","31,640.00","31,640.00","","0.83%"
"04/07/2017","31,380.00","31,380.00","31,380.00","31,380.00","","2.28%"
"04/06/2017","30,680.00","30,680.00","30,680.00","30,680.00","","-0.03%"
"04/04/2017","30,690.00","30,690.00","30,690.00","30,690.00","","-0.03%"
"04/03/2017","30,700.00","30,700.00","30,700.00","30,700.00","","1.45%"
"03/31/2017","30,260.00","30,260.00","30,260.00","30,260.00","","-0.03%"
"03/30/2017","30,270.00","30,270.00","30,270.00","30,270.00","","-0.82%"
"03/29/2017","30,520.00","30,520.00","30,520.00","30,520.00","","0.96%"
"03/28/2017","30,230.00","30,230.00","30,230.00","30,230.00","","0.67%"
"03/27/2017","30,030.00","30,030.00","30,030.00","30,030.00","","-0.07%"
"03/24/2017","30,050.00","30,050.00","30,050.00","30,050.00","","-0.36%"
"03/23/2017","30,160.00","30,160.00","30,160.00","30,160.00","","0.33%"
"03/22/2017","30,060.00","30,060.00","30,060.00","30,060.00","","1.35%"
"03/21/2017","29,660.00","29,660.00","29,660.00","29,660.00","","1.23%"
"03/20/2017","29,300.00","29,300.00","29,300.00","29,300.00","","-0.07%"
"03/17/2017","29,320.00","29,320.00","29,320.00","29,320.00","","-0.03%"
"03/16/2017","29,330.00","29,330.00","29,330.00","29,330.00","","-0.51%"
"03/15/2017","29,480.00","29,480.00","29,480.00","29,480.00","","1.34%"
"03/14/2017","29,090.00","29,090.00","29,090.00","29,090.00","","1.15%"
"03/10/2017","28,760.00","28,760.00","28,760.00","28,760.00","","0.35%"
"03/09/2017","28,660.00","28,660.00","28,660.00","28,660.00","","1.31%"
"03/08/2017","28,290.00","28,290.00","28,290.00","28,290.00","","1.14%"
"03/07/2017","27,970.00","27,970.00","27,970.00","27,970.00","","0.72%"
"03/06/2017","27,770.00","27,770.00","27,770.00","27,770.00","","-0.07%"
"03/03/2017","27,790.00","27,790.00","27,790.00","27,790.00","","-0.36%"
"03/02/2017","27,890.00","27,890.00","27,890.00","27,890.00","","-1.10%"
"03/01/2017","28,200.00","28,200.00","28,200.00","28,200.00","","-1.05%"
"02/28/2017","28,500.00","28,500.00","28,500.00","28,500.00","","0.32%"
"02/27/2017","28,410.00","28,410.00","28,410.00","28,410.00","","1.03%"
"02/24/2017","28,120.00","28,120.00","28,120.00","28,120.00","","-0.04%"
"02/23/2017","28,130.00","28,130.00","28,130.00","28,130.00","","0.72%"
"02/22/2017","27,930.00","27,930.00","27,930.00","27,930.00","","1.05%"
"02/21/2017","27,640.00","27,640.00","27,640.00","27,640.00","","-0.22%"
"02/20/2017","27,700.00","27,700.00","27,700.00","27,700.00","","1.02%"
"02/17/2017","27,420.00","27,420.00","27,420.00","27,420.00","","0.55%"
"02/16/2017","27,270.00","27,270.00","27,270.00","27,270.00","","0.59%"
"02/15/2017","27,110.00","27,110.00","27,110.00","27,110.00","","0.30%"
"02/14/2017","27,030.00","27,030.00","27,030.00","27,030.00","","0.71%"
"02/13/2017","26,840.00","26,840.00","26,840.00","26,840.00","","0.71%"
"02/10/2017","26,650.00","26,650.00","26,650.00","26,650.00","","-0.78%"
"02/09/2017","26,860.00","26,860.00","26,860.00","26,860.00","","0.00%"
"02/08/2017","26,860.00","26,860.00","26,860.00","26,860.00","","-1.14%"
"02/07/2017","27,170.00","27,170.00","27,170.00","27,170.00","","-0.44%"
"02/03/2017","27,290.00","27,290.00","27,290.00","27,290.00","","1.37%"
"02/02/2017","26,920.00","26,920.00","26,920.00","26,920.00","","-1.75%"
"02/01/2017","27,400.00","27,400.00","27,400.00","27,400.00","","1.86%"
"01/31/2017","26,900.00","26,900.00","26,900.00","26,900.00","","-0.77%"
"01/30/2017","27,110.00","27,110.00","27,110.00","27,110.00","","-2.90%"
"01/27/2017","27,920.00","27,920.00","27,920.00","27,920.00","","-0.39%"
"01/25/2017","28,030.00","28,030.00","28,030.00","28,030.00","","0.68%"
"01/24/2017","27,840.00","27,840.00","27,840.00","27,840.00","","-0.89%"
"01/23/2017","28,090.00","28,090.00","28,090.00","28,090.00","","0.64%"
"01/19/2017","27,910.00","27,910.00","27,910.00","27,910.00","","-0.21%"
"01/17/2017","27,970.00","27,970.00","27,970.00","27,970.00","","0.18%"
"01/16/2017","27,920.00","27,920.00","27,920.00","27,920.00","","-0.07%"
"01/13/2017","27,940.00","27,940.00","27,940.00","27,940.00","","0.72%"
"01/12/2017","27,740.00","27,740.00","27,740.00","27,740.00","","-0.04%"
"01/11/2017","27,750.00","27,750.00","27,750.00","27,750.00","","-1.18%"
"01/10/2017","28,080.00","28,080.00","28,080.00","28,080.00","","-1.02%"
"01/06/2017","28,370.00","28,370.00","28,370.00","28,370.00","","-1.80%"
"01/04/2017","28,890.00","28,890.00","28,890.00","28,890.00","","0.70%"
"01/03/2017","28,690.00","28,690.00","28,690.00","28,690.00","","0.14%"
"01/02/2017","28,650.00","28,650.00","28,650.00","28,650.00","","2.28%"
"12/30/2016","28,010.00","28,010.00","28,010.00","28,010.00","","0.36%"
"12/29/2016","27,910.00","27,910.00","27,910.00","27,910.00","","-1.79%"
"12/28/2016","28,420.00","28,420.00","28,420.00","28,420.00","","1.03%"
"12/27/2016","28,130.00","28,130.00","28,130.00","28,130.00","","-1.57%"
"12/26/2016","28,580.00","28,580.00","28,580.00","28,580.00","","1.64%"
"12/23/2016","28,120.00","28,120.00","28,120.00","28,120.00","","-0.11%"
"12/22/2016","28,150.00","28,150.00","28,150.00","28,150.00","","1.99%"
"12/21/2016","27,600.00","27,600.00","27,600.00","27,600.00","","1.47%"
"12/20/2016","27,200.00","27,200.00","27,200.00","27,200.00","","2.03%"
"12/19/2016","26,660.00","26,660.00","26,660.00","26,660.00","","1.83%"
"12/16/2016","26,180.00","26,180.00","26,180.00","26,180.00","","1.04%"
"12/15/2016","25,910.00","25,910.00","25,910.00","25,910.00","","0.31%"
"12/14/2016","25,830.00","25,830.00","25,830.00","25,830.00","","-0.73%"
"12/13/2016","26,020.00","26,020.00","26,020.00","26,020.00","","-0.08%"
"12/12/2016","26,040.00","26,040.00","26,040.00","26,040.00","","-0.08%"
"12/09/2016","26,060.00","26,060.00","26,060.00","26,060.00","","0.58%"
"12/08/2016","25,910.00","25,910.00","25,910.00","25,910.00","","-0.58%"
"12/07/2016","26,060.00","26,060.00","26,060.00","26,060.00","","-0.80%"
"12/06/2016","26,270.00","26,270.00","26,270.00","26,270.00","","1.23%"
"12/05/2016","25,950.00","25,950.00","25,950.00","25,950.00","","0.23%"
"12/01/2016","25,890.00","25,890.00","25,890.00","25,890.00","","0.35%"
"11/30/2016","25,800.00","25,800.00","25,800.00","25,800.00","","-1.15%"
"11/29/2016","26,100.00","26,100.00","26,100.00","26,100.00","","1.95%"
"11/28/2016","25,600.00","25,600.00","25,600.00","25,600.00","","2.77%"
"11/25/2016","24,910.00","24,910.00","24,910.00","24,910.00","","0.77%"
"11/24/2016","24,720.00","24,720.00","24,720.00","24,720.00","","0.41%"
"11/23/2016","24,620.00","24,620.00","24,620.00","24,620.00","","0.00%"
"11/22/2016","24,620.00","24,620.00","24,620.00","24,620.00","","0.78%"
"11/21/2016","24,430.00","24,430.00","24,430.00","24,430.00","","0.53%"
"11/18/2016","24,300.00","24,300.00","24,300.00","24,300.00","","-2.06%"
"11/17/2016","24,810.00","24,810.00","24,810.00","24,810.00","","2.06%"
"11/16/2016","24,310.00","24,310.00","24,310.00","24,310.00","","-3.22%"
"11/15/2016","25,120.00","25,120.00","25,120.00","25,120.00","","0.00%"
"11/14/2016","25,120.00","25,120.00","25,120.00","25,120.00","","-0.08%"
"11/11/2016","25,140.00","25,140.00","25,140.00","25,140.00","","0.00%"
"11/10/2016","25,140.00","25,140.00","25,140.00","25,140.00","","-0.04%"
"11/09/2016","25,150.00","25,150.00","25,150.00","25,150.00","","0.00%"
"11/08/2016","25,150.00","25,150.00","25,150.00","25,150.00","","0.00%"
"11/07/2016","25,150.00","25,150.00","25,150.00","25,150.00","","-0.47%"
"11/04/2016","25,270.00","25,270.00","25,270.00","25,270.00","","0.80%"
"11/03/2016","25,070.00","25,070.00","25,070.00","25,070.00","","1.05%"
"11/02/2016","24,810.00","24,810.00","24,810.00","24,810.00","","1.64%"
"11/01/2016","24,410.00","24,410.00","24,410.00","24,410.00","","0.33%"
"10/31/2016","24,330.00","24,330.00","24,330.00","24,330.00","","-0.04%"
"10/30/2016","24,340.00","24,340.00","24,340.00","24,340.00","","-0.04%"
"10/28/2016","24,350.00","24,350.00","24,350.00","24,350.00","","0.21%"
"10/27/2016","24,300.00","24,300.00","24,300.00","24,300.00","","0.83%"
"10/26/2016","24,100.00","24,100.00","24,100.00","24,100.00","","-0.04%"
"10/25/2016","24,110.00","24,110.00","24,110.00","24,110.00","","-0.12%"
"10/24/2016","24,140.00","24,140.00","24,140.00","24,140.00","","-2.78%"
"10/21/2016","24,830.00","24,830.00","24,830.00","24,830.00","","1.35%"
"10/20/2016","24,500.00","24,500.00","24,500.00","24,500.00","","1.62%"
"10/19/2016","24,110.00","24,110.00","24,110.00","24,110.00","","-0.41%"
"10/18/2016","24,210.00","24,210.00","24,210.00","24,210.00","","-1.67%"
"10/17/2016","24,620.00","24,620.00","24,620.00","24,620.00","","-2.34%"
"10/14/2016","25,210.00","25,210.00","25,210.00","25,210.00","","-0.90%"
"10/13/2016","25,440.00","25,440.00","25,440.00","25,440.00","","-0.20%"
"10/12/2016","25,490.00","25,490.00","25,490.00","25,490.00","","-0.04%"
"10/11/2016","25,500.00","25,500.00","25,500.00","25,500.00","","0.00%"
"10/10/2016","25,500.00","25,500.00","25,500.00","25,500.00","","0.16%"
"10/07/2016","25,460.00","25,460.00","25,460.00","25,460.00","","-0.62%"
"10/06/2016","25,620.00","25,620.00","25,620.00","25,620.00","","-1.00%"
"10/05/2016","25,880.00","25,880.00","25,880.00","25,880.00","","1.17%"
"10/04/2016","25,580.00","25,580.00","25,580.00","25,580.00","","0.95%"
"10/03/2016","25,340.00","25,340.00","25,340.00","25,340.00","","0.16%"
"09/30/2016","25,300.00","25,300.00","25,300.00","25,300.00","","-0.43%"
"09/29/2016","25,410.00","25,410.00","25,410.00","25,410.00","","-0.20%"
"09/28/2016","25,460.00","25,460.00","25,460.00","25,460.00","","-1.20%"
"09/27/2016","25,770.00","25,770.00","25,770.00","25,770.00","","0.19%"
"09/26/2016","25,720.00","25,720.00","25,720.00","25,720.00","","3.00%"
"09/23/2016","24,970.00","24,970.00","24,970.00","24,970.00","","1.18%"
"09/22/2016","24,680.00","24,680.00","24,680.00","24,680.00","","0.98%"
"09/21/2016","24,440.00","24,440.00","24,440.00","24,440.00","","-0.04%"
"09/20/2016","24,450.00","24,450.00","24,450.00","24,450.00","","-0.45%"
"09/19/2016","24,560.00","24,560.00","24,560.00","24,560.00","","0.37%"
"09/16/2016","24,470.00","24,470.00","24,470.00","24,470.00","","0.37%"
"09/15/2016","24,380.00","24,380.00","24,380.00","24,380.00","","0.83%"
"09/14/2016","24,180.00","24,180.00","24,180.00","24,180.00","","1.00%"
"09/13/2016","23,940.00","23,940.00","23,940.00","23,940.00","","0.00%"
"09/12/2016","23,940.00","23,940.00","23,940.00","23,940.00","","1.87%"
"09/09/2016","23,500.00","23,500.00","23,500.00","23,500.00","","-0.17%"
"09/08/2016","23,540.00","23,540.00","23,540.00","23,540.00","","0.64%"
"09/07/2016","23,390.00","23,390.00","23,390.00","23,390.00","","-0.34%"
"09/06/2016","23,470.00","23,470.00","23,470.00","23,470.00","","-1.05%"
"09/05/2016","23,720.00","23,720.00","23,720.00","23,720.00","","-0.08%"
"09/02/2016","23,740.00","23,740.00","23,740.00","23,740.00","","1.06%"
"09/01/2016","23,490.00","23,490.00","23,490.00","23,490.00","","0.43%"
"08/31/2016","23,390.00","23,390.00","23,390.00","23,390.00","","1.12%"
"08/30/2016","23,130.00","23,130.00","23,130.00","23,130.00","","1.00%"
"08/29/2016","22,900.00","22,900.00","22,900.00","22,900.00","","0.62%"
"08/26/2016","22,760.00","22,760.00","22,760.00","22,760.00","","1.11%"
"08/25/2016","22,510.00","22,510.00","22,510.00","22,510.00","","-0.92%"
"08/24/2016","22,720.00","22,720.00","22,720.00","22,720.00","","0.44%"
"08/23/2016","22,620.00","22,620.00","22,620.00","22,620.00","","-1.78%"
"08/22/2016","23,030.00","23,030.00","23,030.00","23,030.00","","0.35%"
"08/19/2016","22,950.00","22,950.00","22,950.00","22,950.00","","-0.04%"
"08/18/2016","22,960.00","22,960.00","22,960.00","22,960.00","","0.00%"
"08/17/2016","22,960.00","22,960.00","22,960.00","22,960.00","","0.70%"
"08/16/2016","22,800.00","22,800.00","22,800.00","22,800.00","","0.97%"
"08/12/2016","22,580.00","22,580.00","22,580.00","22,580.00","","-0.27%"
"08/11/2016","22,640.00","22,640.00","22,640.00","22,640.00","","-1.31%"
"08/10/2016","22,940.00","22,940.00","22,940.00","22,940.00","","-0.69%"
"08/09/2016","23,100.00","23,100.00","23,100.00","23,100.00","","0.22%"
"08/08/2016","23,050.00","23,050.00","23,050.00","23,050.00","","-2.00%"
"08/05/2016","23,520.00","23,520.00","23,520.00","23,520.00","","-0.21%"
"08/04/2016","23,570.00","23,570.00","23,570.00","23,570.00","","0.38%"
"08/03/2016","23,480.00","23,480.00","23,480.00","23,480.00","","1.29%"
"08/02/2016","23,180.00","23,180.00","23,180.00","23,180.00","","0.52%"
"08/01/2016","23,060.00","23,060.00","23,060.00","23,060.00","","1.50%"
"07/29/2016","22,720.00","22,720.00","22,720.00","22,720.00","","0.31%"
"07/28/2016","22,650.00","22,650.00","22,650.00","22,650.00","","-0.66%"
"07/27/2016","22,800.00","22,800.00","22,800.00","22,800.00","","0.40%"
"07/26/2016","22,710.00","22,710.00","22,710.00","22,710.00","","0.00%"
"07/25/2016","22,710.00","22,710.00","22,710.00","22,710.00","","-2.24%"
"07/22/2016","23,230.00","23,230.00","23,230.00","23,230.00","","-0.21%"
"07/21/2016","23,280.00","23,280.00","23,280.00","23,280.00","","-0.43%"
"07/20/2016","23,380.00","23,380.00","23,380.00","23,380.00","","0.30%"
"07/19/2016","23,310.00","23,310.00","23,310.00","23,310.00","","0.43%"
"07/18/2016","23,210.00","23,210.00","23,210.00","23,210.00","","0.56%"
"07/15/2016","23,080.00","23,080.00","23,080.00","23,080.00","","-0.22%"
"07/14/2016","23,130.00","23,130.00","23,130.00","23,130.00","","-0.90%"
"07/13/2016","23,340.00","23,340.00","23,340.00","23,340.00","","-0.85%"
"07/12/2016","23,540.00","23,540.00","23,540.00","23,540.00","","-0.84%"
"07/11/2016","23,740.00","23,740.00","23,740.00","23,740.00","","1.28%"
"07/08/2016","23,440.00","23,440.00","23,440.00","23,440.00","","0.56%"
"07/07/2016","23,310.00","23,310.00","23,310.00","23,310.00","","-0.04%"
